1,7188,10
1,430,10
1,3134,10
1,3026,10
1,3010,10
1,804,10
1,160,10
1,95,9
1,377,7
1,888,7
1,89,7
1,1901,6
1,161,6
1,256,6
1,351,5
1,3329,5
1,3341,5
1,649,5
1,1583,5
1,87,5
1,37,5
1,309,5
1,821,5
1,1496,5
1,637,5
1,964,5
1,594,5
1,2249,5
1,554,5
1,20,5
1,2227,5
1,1315,5
1,519,5
1,1316,5
1,2149,5
1,1724,5
1,18,5
1,57,5
1,118,4
1,3254,4
1,1177,4
1,112,4
1,11,4
1,586,4
1,35,4
1,15,4
1,1445,4
1,152,4
1,2,4
1,113,4
1,44,3
1,2401,3
1,10,3
1,2378,3
1,126,3
1,3245,3
1,783,3
1,493,3
1,1358,3
1,1180,3
1,529,3
1,333,3
1,1538,3
1,2282,3
1,1519,3
1,2966,3
1,474,3
1,330,3
1,958,3
1,17,3
1,1295,3
1,38,3
1,1952,3
1,223,3
1,625,2
1,1392,2
1,3355,2
1,1881,2
1,58,2
1,96,2
1,1580,2
1,196,2
1,146,2
1,416,2
1,1198,2
1,3319,2
1,1867,2
1,896,2
1,617,2
1,3300,2
1,1877,2
1,462,2
1,3279,2
1,454,2
1,1860,2
1,121,2
1,151,2
1,1570,2
1,1573,2
1,1063,2
1,1353,2
1,459,2
1,2334,2
1,1267,2
1,1060,2
1,1061,2
1,7431,2
1,1355,2
1,71,2
1,3070,2
1,2113,2
1,3001,2
1,396,2
1,2260,2
1,142,2
1,2238,2
1,123,2
1,2942,2
1,1509,2
1,7410,2
1,1760,2
1,2876,2
1,259,2
1,1493,2
1,2845,2
1,370,2
1,2844,2
1,2167,2
1,156,2
1,2808,2
1,255,2
1,736,2
1,7603,2
1,346,2
1,9,2
1,75,2
1,175,2
1,2754,2
1,22,2
1,155,2
1,1261,2
1,2552,2
1,2586,2
1,710,2
1,578,2
1,472,2
1,2472,2
1,1606,2
1,4,2
1,563,2
1,744,1
1,3422,1
1,250,1
1,249,1
1,2427,1
1,3414,1
1,1590,1
1,2305,1
1,1900,1
1,3392,1
1,1065,1
1,1147,1
1,1072,1
1,3375,1
1,1024,1
1,709,1
1,1382,1
1,3332,1
1,1885,1
1,3330,1
1,1197,1
1,3316,1
1,1886,1
1,154,1
1,1522,1
1,2391,1
1,3298,1
1,432,1
1,3292,1
1,3290,1
1,7597,1
1,3274,1
1,1875,1
1,291,1
1,158,1
1,1579,1
1,1846,1
1,1066,1
1,290,1
1,3233,1
1,891,1
1,247,1
1,1856,1
1,3211,1
1,115,1
1,1365,1
1,483,1
1,3210,1
1,3189,1
1,3193,1
1,2352,1
1,1847,1
1,3173,1
1,1051,1
1,1843,1
1,2342,1
1,7341,1
1,3139,1
1,1186,1
1,3167,1
1,3149,1
1,1842,1
1,3156,1
1,3141,1
1,817,1
1,1840,1
1,1839,1
1,2324,1
1,3143,1
1,3142,1
1,174,1
1,2315,1
1,1356,1
1,1835,1
1,296,1
1,3118,1
1,1542,1
1,3111,1
1,753,1
1,3088,1
1,395,1
1,3068,1
1,3042,1
1,1442,1
1,1339,1
1,596,1
1,2281,1
1,222,1
1,194,1
1,3064,1
1,1812,1
1,1796,1
1,701,1
1,124,1
1,3057,1
1,7427,1
1,2276,1
1,2271,1
1,1525,1
1,2235,1
1,3027,1
1,2090,1
1,1342,1
1,331,1
1,3023,1
1,2261,1
1,68,1
1,116,1
1,1043,1
1,3020,1
1,491,1
1,179,1
1,2252,1
1,214,1
1,439,1
1,2147,1
1,1167,1
1,697,1
1,67,1
1,1793,1
1,258,1
1,1340,1
1,2996,1
1,1520,1
1,1336,1
1,30,1
1,178,1
1,747,1
1,2962,1
